,Unnamed: 0.1,Unnamed: 0,№,street,zip_code,latitude,longitude,region,hex_id
102,102,102,103,"""Москва, проспект Маршала Жукова, 49к1""",123154,55.77634735,37.46351577955088,"123154, г Москва, р-н Хорошево-Мневники, пр-кт Маршала Жукова, д 49 к 1",8811aa4493fffff
103,103,103,104,"""Москва, улица Верхняя Масловка, 29""",127083,55.7986948,37.55673845362887,"127083, г Москва, р-н Аэропорт, ул Верхняя Масловка, д 29",8811aa71edfffff
104,104,104,105,"""Москва, улица 10-летия Октября""",119048,55.7235258,37.5655892,"119048, г Москва, р-н Хамовники, ул Доватора, д 10 стр 2",8811aa7a37fffff
105,105,105,106,"""Москва, Солдатская улица, 3с2""",111020,55.7636678,37.7050392,"111020, г Москва, р-н Лефортово, ул Солдатская, д 3",8811aa789bfffff
106,106,106,107,"""Москва, улица Вучетича, 32к2""",127206,55.8154027,37.5554721,"127206, г Москва, Тимирязевский р-н, ул Вучетича, д 32",8811aa71e9fffff
107,107,107,108,"""Москва, улица 1905 года, 15""",123022,55.7655434,37.5598056,"123022, г Москва, Пресненский р-н, ул 1905 года, д 15",8811aa7ac1fffff
108,108,108,109,"""Москва, Люсиновская улица, 37""",115093,55.7232502,37.62407614449988,"115093, г Москва, р-н Замоскворечье, ул Люсиновская, д 37",8811aa7811fffff
109,109,109,110,"""Москва, Очаковское шоссе, 34""",119530,55.6867872,37.44058712903403,"119530, г Москва, Очаково-Матвеевское р-н, Очаковское шоссе, д 34",8811aa45abfffff
110,110,110,111,"""Москва, Лужники""",119285,55.723653,37.53749,"119285, г Москва, р-н Раменки, ул Косыгина, д 38",8811aa7a3dfffff
111,111,111,112,"""Москва, улица Косыгина, 17к1""",119334,55.7029894,37.5544108119572,"119334, г Москва, Гагаринский р-н, ул Косыгина, д 17 к 1",8811aa7b11fffff
