zip_code
115432
103073
123376
125040
143956
127473
109240
107045
107078
115035
115191
119048
129090
125375
119285
105082
123056
111250
121152
121248
107140
125284
109044
107031
127322
105064
127474
123007
141851
119435
111020
141250
119034
141212
121059
129164
111621
123100
117186
119049
125315
129110
115280
127051
105120
109004
119121
107013
115088
115487
115054
125993
107014
105173
123557
117152
108805
111033
117447
123995
140006
143969
142664
129085
123317
123112
119261
140054
115419
109147
115068
129594
109012
129301
119334
105094
109156
143930
127018
129626
115093
103030
119017
109074
125167
105005
129515
119019
142714
123290
123182
142190
119146
143906
115162
125206
109029
127055
109431
121170
125319
127521
119333
143960
111672
105066
115193
125466
109316
101000
119421
113093
119180
119991
125047
103265
125252
115114
127287
109544
123001
129272
127006
143185
