,zip_code,date,time,temperature,humidity,wind_speed
0,109548,2024-06-19,00:00,63,88,13
1,109548,2024-06-19,00:30,63,88,9
2,109548,2024-06-19,01:00,61,94,9
3,109548,2024-06-19,01:30,61,94,9
4,109548,2024-06-19,02:00,61,94,9
5,109548,2024-06-19,02:30,61,94,11
6,109548,2024-06-19,03:00,61,94,11
7,109548,2024-06-19,03:30,61,94,9
8,109548,2024-06-19,04:00,61,94,9
9,109548,2024-06-19,04:30,61,94,9
10,109548,2024-06-19,05:00,61,94,7
11,109548,2024-06-19,05:30,61,94,9
12,109548,2024-06-19,06:00,63,88,11
13,109548,2024-06-19,06:30,64,83,9
14,109548,2024-06-19,07:00,64,83,9
15,109548,2024-06-19,07:30,66,73,9
16,109548,2024-06-19,08:00,68,73,9
17,109548,2024-06-19,08:30,68,68,11
18,109548,2024-06-19,09:00,70,64,9
19,109548,2024-06-19,09:30,70,64,11
20,109548,2024-06-19,10:00,72,57,11
21,109548,2024-06-19,10:30,72,57,13
22,109548,2024-06-19,11:00,73,53,13
23,109548,2024-06-19,11:30,73,53,11
24,109548,2024-06-19,12:00,73,53,13
25,109548,2024-06-19,12:30,73,57,13
26,109548,2024-06-19,13:00,75,50,13
27,109548,2024-06-19,13:30,75,50,9
28,109548,2024-06-19,14:00,75,53,9
29,109548,2024-06-19,14:30,77,50,13
30,109548,2024-06-19,15:00,77,47,11
31,109548,2024-06-19,15:30,77,47,16
32,109548,2024-06-19,16:00,77,54,13
33,109548,2024-06-19,16:30,77,47,13
34,109548,2024-06-19,17:00,77,47,13
35,109548,2024-06-19,17:30,77,47,13
36,109548,2024-06-19,18:00,77,50,13
37,109548,2024-06-19,18:30,75,50,11
38,109548,2024-06-19,18:41,75,50,13
39,109548,2024-06-19,19:00,75,47,13
40,109548,2024-06-19,19:09,75,47,9
41,109548,2024-06-19,19:30,73,57,9
42,109548,2024-06-19,20:00,73,57,7
43,109548,2024-06-19,20:30,70,64,7
44,109548,2024-06-19,21:00,70,64,9
45,109548,2024-06-19,21:30,68,73,9
46,109548,2024-06-19,22:00,68,68,9
47,109548,2024-06-19,22:30,68,68,9
48,109548,2024-06-19,23:00,68,68,9
49,109548,2024-06-19,23:30,66,73,9
