,zip_code,date,time,temperature,humidity,wind_speed
0,115093,2024-06-11,00:00,63,94,7
1,115093,2024-06-11,00:30,63,94,7
2,115093,2024-06-11,01:00,63,94,9
3,115093,2024-06-11,01:30,63,94,9
4,115093,2024-06-11,01:46,63,94,9
5,115093,2024-06-11,02:00,63,100,7
6,115093,2024-06-11,02:30,63,100,2
7,115093,2024-06-11,02:51,63,100,0
8,115093,2024-06-11,03:00,63,100,2
9,115093,2024-06-11,03:10,63,100,4
10,115093,2024-06-11,03:16,63,100,4
11,115093,2024-06-11,03:27,63,100,4
12,115093,2024-06-11,03:30,63,100,7
13,115093,2024-06-11,03:50,63,100,7
14,115093,2024-06-11,04:00,63,100,7
15,115093,2024-06-11,04:26,63,100,7
16,115093,2024-06-11,04:30,63,100,7
17,115093,2024-06-11,05:00,63,100,7
18,115093,2024-06-11,05:30,63,100,11
19,115093,2024-06-11,06:00,64,94,11
20,115093,2024-06-11,06:30,64,88,11
21,115093,2024-06-11,07:00,64,94,11
22,115093,2024-06-11,07:30,66,88,9
23,115093,2024-06-11,08:00,66,88,11
24,115093,2024-06-11,08:30,66,88,13
25,115093,2024-06-11,09:00,66,88,16
26,115093,2024-06-11,09:12,64,94,16
27,115093,2024-06-11,09:30,64,94,13
28,115093,2024-06-11,10:00,66,94,11
29,115093,2024-06-11,10:15,70,83,13
30,115093,2024-06-11,10:30,70,83,16
31,115093,2024-06-11,11:00,72,78,18
32,115093,2024-06-11,11:30,72,78,20
33,115093,2024-06-11,11:50,75,73,18
34,115093,2024-06-11,12:00,73,73,18
35,115093,2024-06-11,12:30,75,69,20
36,115093,2024-06-11,13:00,75,69,22
37,115093,2024-06-11,13:06,75,69,22
38,115093,2024-06-11,13:30,75,65,22
39,115093,2024-06-11,13:35,75,69,20
40,115093,2024-06-11,14:00,77,65,22
41,115093,2024-06-11,14:30,77,65,18
42,115093,2024-06-11,15:00,75,69,18
43,115093,2024-06-11,15:30,77,65,13
44,115093,2024-06-11,16:00,75,69,18
45,115093,2024-06-11,16:30,73,73,13
46,115093,2024-06-11,16:54,72,83,13
47,115093,2024-06-11,17:00,70,88,13
48,115093,2024-06-11,17:22,68,88,16
49,115093,2024-06-11,17:25,68,88,16
50,115093,2024-06-11,17:30,68,94,16
51,115093,2024-06-11,18:00,68,94,11
52,115093,2024-06-11,18:30,68,94,11
53,115093,2024-06-11,19:00,68,88,13
54,115093,2024-06-11,19:30,66,94,9
55,115093,2024-06-11,20:00,66,94,9
56,115093,2024-06-11,20:30,66,94,11
57,115093,2024-06-11,21:00,66,94,11
58,115093,2024-06-11,21:30,66,94,11
59,115093,2024-06-11,22:00,66,94,9
60,115093,2024-06-11,22:30,66,94,7
61,115093,2024-06-11,23:00,66,94,7
62,115093,2024-06-11,23:30,66,94,7
63,115093,2024-06-11,23:42,66,94,9
