,zip_code,date,time,temperature,humidity,wind_speed
0,129343,2024-06-12,00:00,68,88,9
1,129343,2024-06-12,00:30,66,94,9
2,129343,2024-06-12,01:00,66,94,7
3,129343,2024-06-12,01:30,66,94,7
4,129343,2024-06-12,02:00,66,94,7
5,129343,2024-06-12,02:30,66,94,7
6,129343,2024-06-12,03:00,64,94,7
7,129343,2024-06-12,03:30,66,94,9
8,129343,2024-06-12,04:00,66,94,7
9,129343,2024-06-12,04:30,64,100,7
10,129343,2024-06-12,05:00,64,100,7
11,129343,2024-06-12,05:30,66,88,7
12,129343,2024-06-12,06:00,66,88,7
13,129343,2024-06-12,06:30,66,88,7
14,129343,2024-06-12,06:47,66,88,7
15,129343,2024-06-12,07:00,66,88,7
16,129343,2024-06-12,07:30,66,88,7
17,129343,2024-06-12,08:00,68,83,7
18,129343,2024-06-12,08:30,68,83,7
19,129343,2024-06-12,09:00,70,78,4
20,129343,2024-06-12,09:30,70,83,7
21,129343,2024-06-12,10:00,72,78,7
22,129343,2024-06-12,10:30,73,73,4
23,129343,2024-06-12,11:00,73,73,7
24,129343,2024-06-12,11:30,75,69,7
25,129343,2024-06-12,12:00,77,65,7
26,129343,2024-06-12,12:30,75,69,7
27,129343,2024-06-12,13:00,77,65,9
28,129343,2024-06-12,13:30,77,65,9
29,129343,2024-06-12,14:00,79,65,9
30,129343,2024-06-12,14:30,79,65,4
31,129343,2024-06-12,15:00,81,54,7
32,129343,2024-06-12,15:30,79,57,11
33,129343,2024-06-12,15:36,77,69,11
34,129343,2024-06-12,15:44,70,78,20
35,129343,2024-06-12,15:48,70,83,20
36,129343,2024-06-12,16:00,70,78,9
37,129343,2024-06-12,16:01,70,78,9
38,129343,2024-06-12,16:21,72,69,4
39,129343,2024-06-12,16:30,72,73,7
40,129343,2024-06-12,17:00,70,83,11
41,129343,2024-06-12,17:30,72,78,7
42,129343,2024-06-12,18:00,72,78,7
43,129343,2024-06-12,18:30,70,83,9
44,129343,2024-06-12,19:00,70,78,2
45,129343,2024-06-12,19:30,70,78,4
46,129343,2024-06-12,20:00,70,83,4
47,129343,2024-06-12,20:30,70,83,7
48,129343,2024-06-12,21:00,68,88,9
49,129343,2024-06-12,21:30,68,88,9
50,129343,2024-06-12,22:00,68,88,7
51,129343,2024-06-12,22:30,68,88,9
52,129343,2024-06-12,23:00,68,88,9
53,129343,2024-06-12,23:30,68,88,7
