,zip_code,date,time,temperature,humidity,wind_speed
0,123317,2024-06-04,00:00,59,94,9
1,123317,2024-06-04,00:30,59,94,7
2,123317,2024-06-04,01:00,57,94,7
3,123317,2024-06-04,01:30,57,94,7
4,123317,2024-06-04,02:00,59,88,7
5,123317,2024-06-04,02:30,59,88,9
6,123317,2024-06-04,03:00,57,94,9
7,123317,2024-06-04,03:30,57,94,7
8,123317,2024-06-04,04:00,57,94,9
9,123317,2024-06-04,04:30,57,88,9
10,123317,2024-06-04,05:00,57,94,4
11,123317,2024-06-04,05:30,57,94,11
12,123317,2024-06-04,06:00,59,88,9
13,123317,2024-06-04,06:30,61,88,9
14,123317,2024-06-04,07:00,61,88,9
15,123317,2024-06-04,07:30,63,88,9
16,123317,2024-06-04,08:00,64,83,11
17,123317,2024-06-04,08:30,66,78,13
18,123317,2024-06-04,09:00,68,73,13
19,123317,2024-06-04,09:30,68,73,13
20,123317,2024-06-04,10:00,68,68,13
21,123317,2024-06-04,10:30,68,64,16
22,123317,2024-06-04,11:00,70,64,18
23,123317,2024-06-04,11:30,72,57,16
24,123317,2024-06-04,12:00,72,60,13
25,123317,2024-06-04,12:30,72,57,13
26,123317,2024-06-04,13:00,75,50,16
27,123317,2024-06-04,13:30,73,53,16
28,123317,2024-06-04,14:00,73,57,18
29,123317,2024-06-04,14:30,77,47,20
30,123317,2024-06-04,15:00,70,73,20
31,123317,2024-06-04,15:30,75,57,16
32,123317,2024-06-04,16:00,75,50,16
33,123317,2024-06-04,16:30,73,53,18
34,123317,2024-06-04,17:00,70,68,13
35,123317,2024-06-04,17:30,73,61,13
36,123317,2024-06-04,18:00,73,53,20
37,123317,2024-06-04,18:30,72,60,11
38,123317,2024-06-04,19:00,72,60,13
39,123317,2024-06-04,19:30,70,64,11
40,123317,2024-06-04,20:00,70,64,9
41,123317,2024-06-04,20:30,68,73,7
42,123317,2024-06-04,21:00,68,73,7
43,123317,2024-06-04,21:30,68,73,7
44,123317,2024-06-04,22:00,64,83,4
45,123317,2024-06-04,22:30,66,73,7
46,123317,2024-06-04,23:00,64,77,11
47,123317,2024-06-04,23:30,64,73,9
