,zip_code,date,time,temperature,humidity,wind_speed
0,117607,2024-06-08,00:00,81,48,7
1,117607,2024-06-08,00:30,79,54,10
2,117607,2024-06-08,01:00,77,57,8
3,117607,2024-06-08,01:30,75,65,7
4,117607,2024-06-08,02:00,75,65,7
5,117607,2024-06-08,02:30,75,65,5
6,117607,2024-06-08,03:00,73,65,6
7,117607,2024-06-08,03:30,73,65,6
8,117607,2024-06-08,04:00,72,69,5
9,117607,2024-06-08,04:30,70,73,1
10,117607,2024-06-08,05:00,66,83,5
11,117607,2024-06-08,05:30,66,83,6
12,117607,2024-06-08,06:00,66,83,3
13,117607,2024-06-08,06:30,68,78,2
14,117607,2024-06-08,07:00,70,78,2
15,117607,2024-06-08,07:30,73,69,0
16,117607,2024-06-08,08:00,75,69,5
17,117607,2024-06-08,08:30,77,61,2
18,117607,2024-06-08,09:00,81,54,2
19,117607,2024-06-08,09:30,81,54,3
20,117607,2024-06-08,10:00,82,48,3
21,117607,2024-06-08,10:30,81,51,3
22,117607,2024-06-08,11:00,82,51,3
23,117607,2024-06-08,11:30,84,45,2
24,117607,2024-06-08,12:00,88,43,6
25,117607,2024-06-08,12:30,91,36,9
26,117607,2024-06-08,13:00,88,43,8
27,117607,2024-06-08,13:30,91,34,7
28,117607,2024-06-08,14:00,90,36,7
29,117607,2024-06-08,14:30,88,38,7
30,117607,2024-06-08,15:00,91,34,7
31,117607,2024-06-08,15:30,84,48,12
32,117607,2024-06-08,16:00,70,78,13
33,117607,2024-06-08,16:30,66,88,15
34,117607,2024-06-08,17:00,63,94,20
35,117607,2024-06-08,17:30,72,88,12
36,117607,2024-06-08,18:00,77,69,7
37,117607,2024-06-08,18:30,77,74,6
38,117607,2024-06-08,19:00,75,73,3
39,117607,2024-06-08,19:30,75,69,8
40,117607,2024-06-08,20:00,75,69,2
41,117607,2024-06-08,20:30,75,69,0
42,117607,2024-06-08,21:00,73,78,5
43,117607,2024-06-08,21:30,72,78,5
44,117607,2024-06-08,22:00,72,78,2
45,117607,2024-06-08,22:30,70,83,2
46,117607,2024-06-08,23:00,68,94,1
47,117607,2024-06-08,23:30,68,88,3
